Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.607,60.607,screen dark,19.4617865015
0,60.607,60.607,wifi running,0.0241761323
0,60.607,60.607,audio,0.0241761323
0,60.601,60.601,audio,0.0241737389
0.0,2.5071679999996377,2.5071679999996377,core 0 cpu_idle start,0.23172532833180653
2.5071679999996377,61.38200000000006,58.874832000000424,core 0 cpu_idle,5.4415140013281995
0.0,2.4971389999996063,2.4971389999996063,core 1 cpu_idle start,0.23079839670303362
2.4971389999996063,61.38200000000006,58.884861000000456,core 1 cpu_idle,5.4424409329569725
0.0,2.4971389999996063,2.4971389999996063,core 2 cpu_idle start,0.23079839670303362
2.4971389999996063,61.38200000000006,58.884861000000456,core 2 cpu_idle,5.4424409329569725
0.0,2.5082800000000134,2.5082800000000134,core 3 cpu_idle start,0.23182810507640125
2.5082800000000134,61.38200000000006,58.87372000000005,core 3 cpu_idle,5.441411224583605
