Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.713,60.713,screen dark,19.4958246385
0,60.713,60.713,wifi running,0.0242184157
0,60.713,60.713,audio,0.0242184157
0,60.685,60.685,audio,0.0242072465
0.0,2.5016019999998207,2.5016019999998207,core 0 cpu_idle start,0.23121089005824344
2.5016019999998207,61.43600000000015,58.93439800000033,core 0 cpu_idle,5.447019396621771
0.0,2.49435799999992,2.49435799999992,core 1 cpu_idle start,0.23054136241653264
2.49435799999992,61.43600000000015,58.94164200000023,core 1 cpu_idle,5.447688924263482
0.0,2.501056999999946,2.501056999999946,core 2 cpu_idle start,0.23116051836240503
2.501056999999946,61.43600000000015,58.9349430000002,core 2 cpu_idle,5.4470697683176095
0.0,2.503243999999995,2.503243999999995,core 3 cpu_idle start,0.23136265212171958
2.503243999999995,61.43600000000015,58.932756000000154,core 3 cpu_idle,5.446867634558295
