Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.578,60.578,screen dark,19.452474181000003
0,60.578,60.578,wifi running,0.024164564200000002
0,60.578,60.578,audio,0.024164564200000002
0,60.578,60.578,video,0.024164564200000002
0.0,1.9758719999999812,1.9758719999999812,core 0 cpu_idle start,0.18262022646335827
1.9758719999999812,61.21100000000024,59.23512800000026,core 0 cpu_idle,5.474814405966664
0.0,1.9814800000003743,1.9814800000003743,core 1 cpu_idle start,0.18313854659243461
1.9814800000003743,61.21100000000024,59.229519999999866,core 1 cpu_idle,5.474296085837588
0.0,1.9818990000003396,1.9818990000003396,core 2 cpu_idle start,0.1831772727219014
1.9818990000003396,61.21100000000024,59.2291009999999,core 2 cpu_idle,5.474257359708122
0.0,1.9752390000003288,1.9752390000003288,core 3 cpu_idle start,0.1825617213561004
1.9752390000003288,61.21100000000024,59.23576099999991,core 3 cpu_idle,5.4748729110739225
