"","yearsold","mileage","price"
"1344",12,184625,5998
"1345",12,140260,8500
"1346",12,76050,16990
"1347",11,160828,5786
"1348",11,135880,7400
"1349",11,165117,7998
"1350",11,100824,8499
"1351",11,132344,12991
"1352",11,49548,15998
"1353",11,206734,3495
"1354",11,197000,5000
"1355",11,135122,5495
"1356",11,155000,5999
"1357",11,150926,6350
"1358",11,143712,6480
"1359",11,171190,6491
"1360",11,161088,6884
"1361",11,103133,8995
"1362",11,85810,8998
"1363",10,160946,5490
"1364",10,118904,7990
"1365",10,108734,7995
"1366",10,128448,8995
"1367",10,131515,9202
"1368",10,153637,9495
"1369",10,64776,9495
"1370",10,116000,9560
"1371",10,127227,9995
"1372",10,140443,9995
"1373",10,60685,10798
"1374",10,113558,12890
"1375",10,86227,13491
"1376",10,78001,13998
"1377",10,192000,4495
"1378",10,177730,4995
"1379",10,49681,5995
"1380",10,270000,5995
"1381",10,186501,6400
"1382",10,167766,7495
"1383",10,127408,7991
"1384",10,154052,8275
"1385",10,64072,8900
"1386",10,132806,9391
"1387",10,62406,9588
"1388",10,90470,9988
"1389",10,138456,9995
"1390",10,137058,10499
"1391",10,106797,10900
"1392",10,81788,11995
"1393",9,102394,6990
"1394",9,120077,6995
"1395",9,85545,6998
"1396",9,97903,7591
"1397",9,117602,8995
"1398",9,90902,9995
"1399",9,119476,10498
"1400",9,140698,10995
"1401",9,159133,11190
"1402",9,68144,11593
"1403",9,99266,11900
"1404",9,88920,11972
"1405",9,108699,11998
"1406",9,101000,11998
"1407",9,27215,12995
"1408",9,139665,14777
"1409",9,102497,15991
"1410",9,137613,5990
"1411",9,173793,5995
"1412",9,99500,10799
"1413",9,59797,10895
"1414",9,103436,10998
"1415",9,72579,11777
"1416",9,176135,11998
"1417",9,165583,10995
"1418",9,137206,13000
"1419",8,129600,7787
"1420",8,145143,8598
"1421",8,98579,9100
"1422",8,86597,9390
"1423",8,133073,9495
"1424",8,114278,9995
"1425",8,95864,9995
"1426",8,78462,9998
"1427",8,69618,10498
"1428",8,114021,10993
"1429",8,70601,10998
"1430",8,108529,11995
"1431",8,114432,11995
"1432",8,91242,12192
"1433",8,76680,12492
"1434",8,152435,12533
"1435",8,136768,12995
"1436",8,73103,13498
"1437",8,115314,13948
"1438",8,125447,15995
"1439",8,52496,15995
"1440",8,113119,16491
"1441",8,114845,16495
"1442",8,72864,18990
"1443",8,97170,7988
"1444",8,89231,7999
"1445",8,66912,8490
"1446",8,170370,8900
"1447",8,88583,8988
"1448",8,105542,9995
"1449",8,121031,10000
"1450",8,104520,10995
"1451",8,165907,12985
"1452",8,110443,12995
"1453",8,52794,12999
"1454",8,78054,13875
"1455",8,75382,13970
"1456",8,97751,10995
"1457",8,118800,14970
"1458",7,106093,10375
"1459",7,134751,10495
"1460",7,92223,10499
"1461",7,153300,10500
"1462",7,34848,10799
"1463",7,113578,10995
"1464",7,128783,10995
"1465",7,109922,11990
"1466",7,134186,11995
"1467",7,103028,11998
"1468",7,47650,12798
"1469",7,110694,12995
"1470",7,125652,12995
"1471",7,66780,13920
"1472",7,68237,13990
"1473",7,55284,13991
"1474",7,93662,14485
"1475",7,80425,14489
"1476",7,93000,14638
"1477",7,95498,14780
"1478",7,69162,14998
"1479",7,61659,15555
"1480",7,90716,16950
"1481",7,48046,21998
"1482",7,87430,6495
"1483",7,42703,6495
"1484",7,189164,6995
"1485",7,54696,7295
"1486",7,80469,7995
"1487",7,154921,8999
"1488",7,123306,10494
"1489",7,146524,11900
"1490",7,103268,8650
"1491",7,71378,9995
"1492",7,78389,11998
"1493",6,99909,6991
"1494",6,92884,7846
"1495",6,105962,9799
"1496",6,109238,9995
"1497",6,53781,10394
"1498",6,25629,10694
"1499",6,97456,10752
"1500",6,154013,11193
"1501",6,31749,11495
"1502",6,117856,11995
"1503",6,89740,11998
"1504",6,89498,12495
"1505",6,96897,12991
"1506",6,43980,12995
"1507",6,67447,12995
"1508",6,148546,12995
"1509",6,93112,14995
"1510",6,64120,14999
"1511",6,117756,15391
"1512",6,50723,15391
"1513",6,91086,15491
"1514",6,51580,15900
"1515",6,76458,15995
"1516",6,93948,15996
"1517",6,90569,16498
"1518",6,107930,16590
"1519",6,55975,16786
"1520",6,81681,16995
"1521",6,107027,17863
"1522",6,85059,18488
"1523",6,85454,18495
"1524",6,106673,18495
"1525",6,89983,19828
"1526",6,61829,19995
"1527",6,55132,19998
"1528",6,90578,19998
"1529",6,79734,20764
"1530",6,97448,20998
"1531",6,56056,24334
"1532",6,104950,6995
"1533",6,71662,6995
"1534",6,63073,8450
"1535",6,82121,8950
"1536",6,75582,8950
"1537",6,74900,8985
"1538",6,96362,8995
"1539",6,95687,9995
"1540",6,187763,9995
"1541",6,95192,10800
"1542",6,74962,13985
"1543",6,61483,14495
"1544",6,119369,14500
"1545",6,65630,15987
"1546",6,101505,15998
"1547",6,85725,16900
"1548",6,95610,16977
"1549",6,42800,20000
"1550",6,58356,20977
"1551",6,69868,21668
"1552",6,52765,9970
"1553",6,93832,18999
"1554",5,79865,8498
"1555",5,74814,10498
"1556",5,89724,10990
"1557",5,44232,10999
"1558",5,84924,11495
"1559",5,54033,11598
"1560",5,72698,11785
"1561",5,39891,11798
"1562",5,96740,11998
"1563",5,50305,11998
"1564",5,74766,11999
"1565",5,40000,12000
"1566",5,71668,12594
"1567",5,46621,12998
"1568",5,35162,13995
"1569",5,56304,13995
"1570",5,63985,14496
"1571",5,42211,14991
"1572",5,97117,15995
"1573",5,85302,15999
"1574",5,104666,16167
"1575",5,60679,16485
"1576",5,54312,16591
"1577",5,64455,16598
"1578",5,111075,16979
"1579",5,24292,17300
"1580",5,96077,17335
"1581",5,77503,17555
"1582",5,94762,17930
"1583",5,104053,17967
"1584",5,58602,18387
"1585",5,36219,18995
"1586",5,82541,18999
"1587",5,89149,19155
"1588",5,97728,20846
"1589",5,30418,20998
"1590",5,92364,21700
"1591",5,77544,21890
"1592",5,50176,22405
"1593",5,58954,22966
"1594",5,58692,23998
"1595",5,86751,23998
"1596",5,62587,7495
"1597",5,57304,7495
"1598",5,61594,7995
"1599",5,66267,10988
"1600",5,108463,10995
"1601",5,42863,12900
"1602",5,70031,13491
"1603",5,99813,14980
"1604",5,105000,16922
"1605",5,90211,20998
"1606",5,77718,22900
"1607",5,58828,23900
"1608",5,90199,17990
"1609",4,24304,9999
"1610",4,36101,11995
"1611",4,39457,12488
"1612",4,53271,12795
"1613",4,44379,12842
"1614",4,35073,12857
"1615",4,41422,12890
"1616",4,46379,12967
"1617",4,18435,12995
"1618",4,74017,12996
"1619",4,57504,13199
"1620",4,25958,13433
"1621",4,22220,13481
"1622",4,30841,13535
"1623",4,29704,13555
"1624",4,16597,13697
"1625",4,48335,13837
"1626",4,53747,13880
"1627",4,98992,13995
"1628",4,53448,14798
"1629",4,46761,14990
"1630",4,49884,14998
"1631",4,44450,15398
"1632",4,63341,15491
"1633",4,54100,15495
"1634",4,96314,15655
"1635",4,34974,15696
"1636",4,40648,15995
"1637",4,47877,16285
"1638",4,81314,16393
"1639",4,54124,16881
"1640",4,106742,16995
"1641",4,34043,16996
"1642",4,37666,17495
"1643",4,35313,17497
"1644",4,77721,17605
"1645",4,36843,17698
"1646",4,9647,17776
"1647",4,41653,18496
"1648",4,30257,18973
"1649",4,39211,18998
"1650",4,56047,19379
"1651",4,36393,19998
"1652",4,33376,20998
"1653",4,47531,21998
"1654",4,85510,22998
"1655",4,76826,22998
"1656",4,80031,22998
"1657",4,84764,23780
"1658",4,31711,23967
"1659",4,64567,23995
"1660",4,58236,23995
"1661",4,72746,23997
"1662",4,61186,24267
"1663",4,74162,24995
"1664",4,40125,24998
"1665",4,41971,24998
"1666",4,39619,25489
"1667",4,50999,25758
"1668",4,53792,25995
"1669",4,32126,25995
"1670",4,44798,26914
"1671",4,27054,27498
"1672",4,29050,29995
"1673",4,16052,29998
"1674",4,60438,7900
"1675",4,39889,8995
"1676",4,50777,11290
"1677",4,40506,12698
"1678",4,29066,12871
"1679",4,24366,12991
"1680",4,18682,12991
"1681",4,32580,12995
"1682",4,44961,12998
"1683",4,32460,13490
"1684",4,44465,13495
"1685",4,41646,13690
"1686",4,44241,13790
"1687",4,17974,13990
"1688",4,35694,13990
"1689",4,29013,13990
"1690",4,27823,13990
"1691",4,26199,13990
"1692",4,16466,13998
"1693",4,46362,13999
"1694",4,31553,14300
"1695",4,25571,14977
"1696",4,41600,14990
"1697",4,35263,14990
"1698",4,25840,14997
"1699",4,45917,15000
"1700",4,40338,16490
"1701",4,35188,18998
"1702",4,39219,20990
"1703",4,46553,20990
"1704",4,83953,23988
"1705",4,77159,23990
"1706",4,44500,25500
"1707",4,45202,26998
"1708",4,34241,27988
"1709",4,67655,27990
"1710",3,30562,12493
"1711",3,40828,12598
"1712",3,33697,12742
"1713",3,32778,12997
"1714",3,38178,12998
"1715",3,41543,13295
"1716",3,21854,13495
"1717",3,25420,13498
"1718",3,40734,13498
"1719",3,27910,13797
"1720",3,33828,13917
"1721",3,44923,13991
"1722",3,20780,13995
"1723",3,28002,13998
"1724",3,32313,13998
"1725",3,34808,14291
"1726",3,29922,14485
"1727",3,46402,14495
"1728",3,28537,14495
"1729",3,41468,14497
"1730",3,35981,14500
"1731",3,42210,14796
"1732",3,57805,14931
"1733",3,33416,14988
"1734",3,48072,14991
"1735",3,35983,14997
"1736",3,49072,14998
"1737",3,85856,14998
"1738",3,35628,15000
"1739",3,33400,15000
"1740",3,29291,15297
"1741",3,35895,15298
"1742",3,24059,15498
"1743",3,35731,15498
"1744",3,29829,15597
"1745",3,16560,15749
"1746",3,19102,15995
"1747",3,29592,15995
"1748",3,13223,15995
"1749",3,13586,15995
"1750",3,22961,15998
"1751",3,29945,15998
"1752",3,49878,16169
"1753",3,25286,16297
"1754",3,25642,16338
"1755",3,51893,16495
"1756",3,53684,16495
"1757",3,14396,16498
"1758",3,39228,16498
"1759",3,58023,16500
"1760",3,41922,16500
"1761",3,52269,16618
"1762",3,52018,16698
"1763",3,44222,16698
"1764",3,35454,16829
"1765",3,44486,16871
"1766",3,44894,16897
"1767",3,46039,16899
"1768",3,54767,16988
"1769",3,12356,16995
"1770",3,10011,16995
"1771",3,68468,16995
"1772",3,82016,16995
"1773",3,32714,16996
"1774",3,37104,16997
"1775",3,36077,16998
"1776",3,31844,17116
"1777",3,45653,17191
"1778",3,34735,17197
"1779",3,19727,17296
"1780",3,22386,17392
"1781",3,31329,17392
"1782",3,25799,17393
"1783",3,44253,17492
"1784",3,54249,17497
"1785",3,26679,17498
"1786",3,34465,17500
"1787",3,32193,17687
"1788",3,28959,17697
"1789",3,29495,17698
"1790",3,27651,17698
"1791",3,14530,17779
"1792",3,53423,17821
"1793",3,31909,17888
"1794",3,23926,17991
"1795",3,33763,17992
"1796",3,27523,17995
"1797",3,26552,17995
"1798",3,78635,17995
"1799",3,17545,17996
"1800",3,44635,17998
"1801",3,40719,17998
"1802",3,33434,18000
"1803",3,34401,18000
"1804",3,34222,18000
"1805",3,36523,18007
"1806",3,64704,18190
"1807",3,28352,18193
"1808",3,44759,18450
"1809",3,28136,18483
"1810",3,46579,18495
"1811",3,15084,18495
"1812",3,34371,18496
"1813",3,37322,18498
"1814",3,41133,18538
"1815",3,52986,18598
"1816",3,35870,18643
"1817",3,44695,18692
"1818",3,29503,18696
"1819",3,36910,18698
"1820",3,30556,18998
"1821",3,35162,18998
"1822",3,13120,18998
"1823",3,42961,19000
"1824",3,35667,19189
"1825",3,36873,19190
"1826",3,38169,19229
"1827",3,38309,19397
"1828",3,31091,19495
"1829",3,35575,19495
"1830",3,32698,19496
"1831",3,39583,19498
"1832",3,43618,19498
"1833",3,26677,19598
"1834",3,36000,19693
"1835",3,38409,19702
"1836",3,28704,19991
"1837",3,43524,19991
"1838",3,42961,19998
"1839",3,50430,19998
"1840",3,24759,20194
"1841",3,28551,20196
"1842",3,57179,20292
"1843",3,15481,20297
"1844",3,41154,20495
"1845",3,41534,20495
"1846",3,13814,20498
"1847",3,28233,20598
"1848",3,24112,20598
"1849",3,20746,20598
"1850",3,13900,20598
"1851",3,34128,20697
"1852",3,32826,20788
"1853",3,34365,20798
"1854",3,12753,20800
"1855",3,41929,20891
"1856",3,35435,20989
"1857",3,40595,20991
"1858",3,38307,20995
"1859",3,7584,20998
"1860",3,8889,20998
"1861",3,30247,21495
"1862",3,31638,21592
"1863",3,32076,21995
"1864",3,33989,21998
"1865",3,30483,21998
"1866",3,45246,22498
"1867",3,22045,22498
"1868",3,28238,22598
"1869",3,16360,22801
"1870",3,50982,22877
"1871",3,87540,22998
"1872",3,70630,23500
"1873",3,64038,23991
"1874",3,32751,23995
"1875",3,61493,23995
"1876",3,68697,23998
"1877",3,39242,24491
"1878",3,50325,24497
"1879",3,36901,24686
"1880",3,35081,24851
"1881",3,64024,24986
"1882",3,60827,24998
"1883",3,58926,24998
"1884",3,67299,24998
"1885",3,56600,25398
"1886",3,35881,25698
"1887",3,46428,25989
"1888",3,27519,25995
"1889",3,57053,25995
"1890",3,35319,25997
"1891",3,52970,25998
"1892",3,41835,25998
"1893",3,27192,26190
"1894",3,23271,26299
"1895",3,46146,26495
"1896",3,57409,26495
"1897",3,43836,26754
"1898",3,30925,26998
"1899",3,41276,26998
"1900",3,35023,26998
"1901",3,37136,27384
"1902",3,36908,27495
"1903",3,49080,27498
"1904",3,31113,27655
"1905",3,54707,27660
"1906",3,32231,27995
"1907",3,28790,28060
"1908",3,46628,28192
"1909",3,26656,28284
"1910",3,18340,28498
"1911",3,30409,28598
"1912",3,35980,28764
"1913",3,20316,28798
"1914",3,16405,28900
"1915",3,57769,28995
"1916",3,55988,29495
"1917",3,60816,29495
"1918",3,26138,29741
"1919",3,45070,29881
"1920",3,47858,29998
"1921",3,33854,29999
"1922",3,39984,30492
"1923",3,42266,30998
"1924",3,22590,30999
"1925",3,14955,31585
"1926",3,33955,31698
"1927",3,12500,33495
"1928",3,19080,33498
"1929",3,12500,34495
"1930",3,48066,7995
"1931",3,59870,8995
"1932",3,55202,11988
"1933",3,25088,11998
"1934",3,57651,12476
"1935",3,43658,13235
"1936",3,37020,13338
"1937",3,33680,13449
"1938",3,38383,13698
"1939",3,32941,13817
"1940",3,28622,13988
"1941",3,34979,13990
"1942",3,34199,13990
"1943",3,38979,13990
"1944",3,29266,14304
"1945",3,84229,14501
"1946",3,24253,14922
"1947",3,20930,14985
"1948",3,19847,14990
"1949",3,46994,14998
"1950",3,41169,15497
"1951",3,40517,15498
"1952",3,30132,15832
"1953",3,36872,15990
"1954",3,31102,15990
"1955",3,25627,16289
"1956",3,17744,16449
"1957",3,18163,16450
"1958",3,14607,16497
"1959",3,15438,16500
"1960",3,28473,16766
"1961",3,29015,16797
"1962",3,25865,16824
"1963",3,38920,16990
"1964",3,58045,16996
"1965",3,30531,16998
"1966",3,58664,16998
"1967",3,34867,17449
"1968",3,23889,17475
"1969",3,37740,17490
"1970",3,35499,17699
"1971",3,32090,17797
"1972",3,35395,17798
"1973",3,31063,17888
"1974",3,38431,17889
"1975",3,23998,17891
"1976",3,21675,17985
"1977",3,34530,17989
"1978",3,66176,17992
"1979",3,83557,17995
"1980",3,34868,17998
"1981",3,19940,17999
"1982",3,38868,18297
"1983",3,25794,18300
"1984",3,49845,18415
"1985",3,7745,18471
"1986",3,32836,18490
"1987",3,34035,18490
"1988",3,24995,18900
"1989",3,23534,18900
"1990",3,45429,18947
"1991",3,33743,18988
"1992",3,61087,18990
"1993",3,33653,18990
"1994",3,20457,18998
"1995",3,38631,19449
"1996",3,34316,19490
"1997",3,24015,19739
"1998",3,40850,19808
"1999",3,34502,19906
"2000",3,32807,19990
"2001",3,38866,19990
"2002",3,48088,19999
"2003",3,37724,20000
"2004",3,45548,20797
"2005",3,51764,20890
"2006",3,41564,20900
"2007",3,26826,20906
"2008",3,41590,20951
"2009",3,19751,20990
"2010",3,17203,20990
"2011",3,51743,20995
"2012",3,33835,20998
"2013",3,54905,20999
"2014",3,43138,21490
"2015",3,26620,21865
"2016",3,35202,21990
"2017",3,35848,21990
"2018",3,54641,21991
"2019",3,35886,21998
"2020",3,35902,22420
"2021",3,43539,22449
"2022",3,19133,22790
"2023",3,33870,22900
"2024",3,9510,22997
"2025",3,62497,23995
"2026",3,43599,23998
"2027",3,35954,24490
"2028",3,38416,24533
"2029",3,54155,24997
"2030",3,27455,24998
"2031",3,27823,25599
"2032",3,33440,25747
"2033",3,21405,25990
"2034",3,53226,25995
"2035",3,54796,25996
"2036",3,34955,25998
"2037",3,59079,25998
"2038",3,30215,26995
"2039",3,37871,26998
"2040",3,40556,26999
"2041",3,43122,27489
"2042",3,43326,27491
"2043",3,37947,27498
"2044",3,41461,27498
"2045",3,40608,27690
"2046",3,33488,27990
"2047",3,52810,27991
"2048",3,26497,27998
"2049",3,30404,27999
"2050",3,45301,27999
"2051",3,36601,28466
"2052",3,25805,28490
"2053",3,26645,28669
"2054",3,30521,28752
"2055",3,29409,28990
"2056",3,44480,28990
"2057",3,24797,28990
"2058",3,39484,28999
"2059",3,45349,29485
"2060",3,35352,29990
"2061",3,27376,30499
"2062",3,12610,30790
"2063",3,45216,10999
"2064",3,32990,17890
"2065",2,40244,12292
"2066",2,28610,13192
"2067",2,17042,13497
"2068",2,39744,13997
"2069",2,33153,13998
"2070",2,25859,13998
"2071",2,35513,14495
"2072",2,28333,14497
"2073",2,18357,14498
"2074",2,16170,14693
"2075",2,24643,14698
"2076",2,35970,14884
"2077",2,33588,14995
"2078",2,35531,14995
"2079",2,3488,15197
"2080",2,31935,15291
"2081",2,44211,15497
"2082",2,4437,15498
"2083",2,5378,15597
"2084",2,33008,15698
"2085",2,4333,15797
"2086",2,29392,15995
"2087",2,18571,15995
"2088",2,3796,15996
"2089",2,44805,15998
"2090",2,21899,16495
"2091",2,19638,16498
"2092",2,22851,16498
"2093",2,44806,16698
"2094",2,65150,16995
"2095",2,7584,16995
"2096",2,29569,16997
"2097",2,21824,16998
"2098",2,21717,17226
"2099",2,13375,17297
"2100",2,11259,17297
"2101",2,17217,17300
"2102",2,11200,17855
"2103",2,19916,17995
"2104",2,33479,18147
"2105",2,32773,18495
"2106",2,19608,18497
"2107",2,26267,18498
"2108",2,24854,18879
"2109",2,26057,18990
"2110",2,48250,18998
"2111",2,23022,19495
"2112",2,22336,19498
"2113",2,47798,19588
"2114",2,29924,19631
"2115",2,32690,19915
"2116",2,12187,19990
"2117",2,49179,19995
"2118",2,15326,19998
"2119",2,31664,19998
"2120",2,27480,20488
"2121",2,40944,20698
"2122",2,36979,20795
"2123",2,18582,20990
"2124",2,22449,21995
"2125",2,40188,21997
"2126",2,20643,22010
"2127",2,14526,22392
"2128",2,15657,22603
"2129",2,34419,22694
"2130",2,39313,22997
"2131",2,26595,22997
"2132",2,26524,22998
"2133",2,36296,23989
"2134",2,28528,23995
"2135",2,35334,23997
"2136",2,11205,23998
"2137",2,17570,24479
"2138",2,40888,24495
"2139",2,33027,24998
"2140",2,7846,24998
"2141",2,17036,25496
"2142",2,45032,25500
"2143",2,53599,25995
"2144",2,19876,26486
"2145",2,16508,26994
"2146",2,42239,26998
"2147",2,42208,26998
"2148",2,27051,27498
"2149",2,21277,27498
"2150",2,18412,27888
"2151",2,24737,27991
"2152",2,37032,27998
"2153",2,35302,28488
"2154",2,37711,28495
"2155",2,22487,28496
"2156",2,42658,28498
"2157",2,47251,28598
"2158",2,46675,28960
"2159",2,38999,29495
"2160",2,31646,29786
"2161",2,43707,29995
"2162",2,35380,29995
"2163",2,33323,29998
"2164",2,33359,30495
"2165",2,26776,30599
"2166",2,36951,30698
"2167",2,21939,30729
"2168",2,34180,30995
"2169",2,26455,31495
"2170",2,36787,31900
"2171",2,40356,31995
"2172",2,23714,32388
"2173",2,31598,32713
"2174",2,25298,33498
"2175",2,28077,34995
"2176",2,7713,12899
"2177",2,34157,13991
"2178",2,26860,14491
"2179",2,48268,14990
"2180",2,20479,15495
"2181",2,18054,15953
"2182",2,21400,15985
"2183",2,27020,15998
"2184",2,3181,16298
"2185",2,35665,16997
"2186",2,22822,16999
"2187",2,33943,17490
"2188",2,19382,17495
"2189",2,13943,17888
"2190",2,8207,17990
"2191",2,41125,18690
"2192",2,16058,18975
"2193",2,28363,19490
"2194",2,30632,19598
"2195",2,44906,20498
"2196",2,32778,20613
"2197",2,11196,20690
"2198",2,16344,20875
"2199",2,44915,21490
"2200",2,43456,22900
"2201",2,40626,22998
"2202",2,31680,23088
"2203",2,39601,23449
"2204",2,20900,23998
"2205",2,49403,24449
"2206",2,19496,25900
"2207",2,20316,25991
"2208",2,10055,25998
"2209",2,33976,25998
"2210",2,29865,26492
"2211",2,21752,26996
"2212",2,31025,26998
"2213",2,41391,27449
"2214",2,45656,27770
"2215",2,24596,27997
"2216",2,37598,28899
"2217",2,39859,28999
"2218",2,24000,29991
"2219",2,22905,29998
"2220",2,40664,29998
"2221",2,40634,29998
"2222",2,32785,30490
"2223",2,24648,30699
"2224",2,17385,30989
"2225",2,25077,30990
"2226",2,15081,30998
"2227",2,21625,30998
"2228",2,33860,31490
"2229",2,16825,31944
"2230",2,19414,31998
"2231",2,31890,33998
"2232",2,17962,36490
"2233",1,24918,15398
"2234",1,23824,15497
"2235",1,4423,16982
"2236",1,8204,16997
"2237",1,12080,16997
"2238",1,16699,16997
"2239",1,30787,17196
"2242",1,1009,17495
"2243",1,21531,17497
"2244",1,28101,18495
"2245",1,1211,18497
"2246",1,35188,18999
"2247",1,19393,19494
"2248",1,2172,19996
"2249",1,1070,19996
"2250",1,1189,20495
"2251",1,12999,20698
"2252",1,28205,20996
"2253",1,6687,20996
"2254",1,8002,21193
"2255",1,1459,21696
"2256",1,1883,21696
"2257",1,16307,21993
"2258",1,1135,21995
"2259",1,1290,21995
"2260",1,1213,21995
"2261",1,1121,21995
"2262",1,1030,21997
"2263",1,1883,22194
"2264",1,9604,22495
"2265",1,1571,22496
"2266",1,1547,22496
"2267",1,1250,22496
"2268",1,784,22496
"2269",1,1360,22496
"2270",1,15872,22498
"2271",1,4118,22500
"2272",1,2292,22697
"2273",1,1394,22995
"2274",1,2469,22995
"2275",1,1002,22995
"2276",1,1086,22995
"2277",1,1410,22995
"2278",1,1051,22995
"2279",1,1059,22995
"2280",1,1034,22995
"2281",1,1304,22995
"2282",1,1182,22995
"2283",1,1001,22995
"2285",1,1001,22995
"2286",1,1942,22995
"2287",1,1027,22995
"2288",1,1488,22995
"2290",1,1114,22995
"2291",1,2930,22995
"2292",1,1166,22997
"2293",1,6261,23488
"2294",1,12933,23495
"2295",1,12940,23997
"2296",1,11252,23998
"2297",1,1135,24297
"2298",1,15600,24994
"2299",1,1185,24995
"2300",1,1601,24995
"2301",1,2845,24995
"2302",1,1760,24995
"2303",1,12770,25498
"2304",1,14200,25988
"2305",1,26873,25998
"2306",1,1059,26498
"2307",1,6,26995
"2308",1,1083,26995
"2309",1,1737,26995
"2310",1,2576,26995
"2311",1,1066,26995
"2312",1,43838,27692
"2313",1,25937,27998
"2314",1,11869,28495
"2315",1,5388,29194
"2316",1,10279,29998
"2317",1,6526,31494
"2318",1,22040,32995
"2319",1,3155,32995
"2320",1,10505,33495
"2321",1,24921,34998
"2322",1,25638,35498
"2323",1,44879,36598
"2324",1,14051,36998
"2325",1,14113,37995
"2326",1,24250,15997
"2327",1,20708,15997
"2328",1,22589,15997
"2329",1,24665,15997
"2330",1,18398,15997
"2331",1,20055,15997
"2332",1,23185,15997
"2431",16,132841,4966
"2432",16,108294,3999
"2433",16,141080,4900
"2434",15,99327,5990
"2435",15,161131,1995
"2436",15,209343,1995
"2437",14,166038,3455
"2438",14,128268,5999
"2439",14,226878,1595
"2440",14,180094,3799
"2441",14,164661,5900
"2442",14,55000,11500
"2443",13,189995,3000
"2444",13,103844,9898
"2445",13,166869,4989
"2446",13,29406,16498
"2447",13,112545,7495
"2448",13,97297,6995
"2449",12,170465,3990
"2450",12,203814,4488
"2451",12,121182,5798
"2452",12,123192,6995
"2453",12,146032,2992
"2454",12,170307,2992
"2455",12,105904,4988
"2456",12,165147,5992
"2457",11,166367,3499
"2458",11,213627,4455
"2459",11,215459,5488
"2460",11,170140,6286
"2461",11,40203,7297
"2462",11,49124,7793
"2463",11,26111,15988
"2464",11,32284,15998
"2465",11,118231,4900
"2466",11,140862,7922
"2467",11,54068,7995
"2468",11,123289,7995
"2469",11,104000,8985
"2470",11,64253,13988
"2471",11,29400,15900
"2472",11,148500,5995
"2473",10,149156,3799
"2474",10,119892,4995
"2475",10,168664,5900
"2476",10,177052,5995
"2477",10,131663,8499
"2478",10,118461,8990
"2479",10,115747,8998
"2480",9,131332,5699
"2481",9,183719,5890
"2482",9,174850,5990
"2483",9,112603,6381
"2484",9,153982,7155
"2485",9,95590,8995
"2486",9,91025,10495
"2487",9,78127,12988
"2488",9,127781,13300
"2489",9,141195,13999
"2490",9,108181,4995
"2491",9,117458,5900
"2492",9,149175,5977
"2493",9,79901,5995
"2494",9,160604,6999
"2495",9,129457,7995
"2496",9,113853,8992
"2497",9,100800,9899
"2498",9,109843,10900
"2499",8,120410,6499
"2500",8,92190,8988
"2501",8,148040,9593
"2502",8,132703,9990
"2503",8,134227,9995
"2504",8,77718,10000
"2505",8,90958,10492
"2506",8,125815,10495
"2507",8,78254,11500
"2508",8,124942,11598
"2509",8,143638,12800
"2510",8,89500,13750
"2511",8,61289,16998
"2512",8,156848,5995
"2513",8,152929,6900
"2514",8,103179,7941
"2515",8,79383,8989
"2516",8,69510,9900
"2517",8,130588,9991
"2518",8,75042,10580
"2519",8,41572,18998
"2520",8,168334,6350
"2521",8,185215,5650
"2522",7,85023,8998
"2523",7,68128,9493
"2524",7,78831,9500
"2525",7,105155,10699
"2526",7,90954,12990
"2527",7,91602,13490
"2528",7,76127,14000
"2529",7,103096,14990
"2530",7,56900,14995
"2531",7,112522,15637
"2532",7,90590,15991
"2533",7,63901,6295
"2534",7,86330,8998
"2535",7,104007,10000
"2536",7,111271,10998
"2537",7,104675,11588
"2538",7,48141,16800
"2539",7,99339,17500
"2540",7,78821,11998
"2541",7,39415,19998
"2542",6,116864,6955
"2543",6,130854,9404
"2544",6,94040,10990
"2545",6,92038,10992
"2546",6,98326,12539
"2547",6,82450,12965
"2548",6,69879,13777
"2549",6,79776,14690
"2550",6,77468,15750
"2551",6,80125,15990
"2552",6,99249,16490
"2553",6,39741,16995
"2554",6,53122,18295
"2555",6,64125,19638
"2556",6,86317,20990
"2557",6,92647,23499
"2558",6,57049,28998
"2559",6,70714,5995
"2560",6,67657,6495
"2561",6,138347,6922
"2562",6,35644,7495
"2563",6,131262,7999
"2564",6,74539,8993
"2565",6,85217,8995
"2566",6,94812,8995
"2567",6,78542,9995
"2568",6,89739,10973
"2569",6,84819,12549
"2570",6,93500,12775
"2571",6,80763,12877
"2572",6,43396,15988
"2573",6,41098,15990
"2574",6,100518,16988
"2575",6,80220,16990
"2576",6,125890,17999
"2577",6,16592,18288
"2578",6,81603,5650
"2579",6,84201,7499
"2581",6,84735,11998
"2582",6,71145,14998
"2583",6,66463,17490
"2584",5,24136,8498
"2585",5,92855,9695
"2586",5,54798,9988
"2587",5,68800,10200
"2588",5,74682,10396
"2589",5,110108,10755
"2590",5,76970,10997
"2591",5,68300,12390
"2592",5,108082,12990
"2593",5,62015,12993
"2594",5,75154,15700
"2595",5,69136,16980
"2596",5,84830,16991
"2597",5,67642,17598
"2598",5,49064,18500
"2599",5,57275,19488
"2600",5,27757,19995
"2601",5,60451,19999
"2602",5,92292,24899
"2603",5,43000,6500
"2604",5,61741,6900
"2605",5,48027,6995
"2606",5,36129,6995
"2607",5,26809,6995
"2608",5,66346,7495
"2609",5,33872,7999
"2610",5,14042,8990
"2611",5,48954,8995
