Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.706,60.706,screen dark,19.493576837000003
0,60.706,60.706,wifi running,0.0242156234
0.0,2.3324819999998,2.3324819999998,core 0 cpu_idle start,0.21557995207264152
2.3324819999998,61.29099999999971,58.95851799999991,core 0 cpu_idle,5.449248690757332
0.0,2.333791999999903,2.333791999999903,core 1 cpu_idle start,0.21570102899295107
2.333791999999903,61.29099999999971,58.95720799999981,core 1 cpu_idle,5.449127613837023
0.0,2.3414239999997335,2.3414239999997335,core 2 cpu_idle start,0.21640641758509538
2.3414239999997335,61.29099999999971,58.94957599999998,core 2 cpu_idle,5.448422225244879
0.0,2.331409999999778,2.331409999999778,core 3 cpu_idle start,0.2154808723332795
2.331409999999778,61.29099999999971,58.959589999999935,core 3 cpu_idle,5.449347770496694
