Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.579,60.579,screen dark,19.452795295500003
0,60.579,60.579,wifi running,0.0241649631
0.0,2.322556000000077,2.322556000000077,core 0 cpu_idle start,0.21466254023228712
2.322556000000077,61.23900000000003,58.916443999999956,core 0 cpu_idle,5.445359995837716
0.0,2.3243830000000116,2.3243830000000116,core 1 cpu_idle start,0.21483140094479108
2.3243830000000116,61.23900000000003,58.91461700000002,core 1 cpu_idle,5.445191135125213
0.0,2.3284439999999904,2.3284439999999904,core 2 cpu_idle start,0.21520673939771914
2.3284439999999904,61.23900000000003,58.91055600000004,core 2 cpu_idle,5.444815796672285
0.0,2.327955999999972,2.327955999999972,core 3 cpu_idle start,0.21516163593427742
2.327955999999972,61.23900000000003,58.91104400000006,core 3 cpu_idle,5.444860900135726
