Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.715,60.715,screen dark,19.496466867500004
0,60.715,60.715,wifi running,0.0242192135
0,60.715,60.715,audio,0.0242192135
0,60.698,60.698,audio,0.024212432199999998
0.0,2.038718999999901,2.038718999999901,core 0 cpu_idle start,0.18842886860846086
2.038718999999901,61.424000000000206,59.385281000000305,core 0 cpu_idle,5.488692316511559
0.0,2.0379279999999653,2.0379279999999653,core 1 cpu_idle start,0.1883557603306368
2.0379279999999653,61.424000000000206,59.38607200000024,core 1 cpu_idle,5.488765424789383
0.0,2.041490999999951,2.041490999999951,core 2 cpu_idle start,0.18868507106882548
2.041490999999951,61.424000000000206,59.382509000000255,core 2 cpu_idle,5.488436114051194
0.0,2.0380820000000313,2.0380820000000313,core 3 cpu_idle start,0.1883699938006629
2.0380820000000313,61.424000000000206,59.385918000000174,core 3 cpu_idle,5.4887511913193565
