Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.59,60.59,screen dark,19.456327555
0,60.59,60.59,wifi running,0.024169351000000002
0,60.59,60.59,audio,0.024169351000000002
0,60.59,60.59,video,0.024169351000000002
0.0,2.1097160000003896,2.1097160000003896,core 0 cpu_idle start,0.19499077556311603
2.1097160000003896,61.17500000000018,59.06528399999979,core 0 cpu_idle,5.459116552186901
0.0,2.114897000000383,2.114897000000383,core 1 cpu_idle start,0.1954696301616454
2.114897000000383,61.17500000000018,59.0601029999998,core 1 cpu_idle,5.4586376975883715
0.0,2.116305000000466,2.116305000000466,core 2 cpu_idle start,0.1955997647446931
2.116305000000466,61.17500000000018,59.058694999999716,core 2 cpu_idle,5.458507563005324
0.0,2.114643000000342,2.114643000000342,core 3 cpu_idle start,0.19544615417862163
2.114643000000342,61.17500000000018,59.06035699999984,core 3 cpu_idle,5.458661173571396
