Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.656,60.656,screen dark,19.477521112
0,60.656,60.656,wifi running,0.0241956784
0,60.656,60.656,audio,0.0241956784
0,60.656,60.656,video,0.0241956784
0.0,1.9545409999998355,1.9545409999998355,core 0 cpu_idle start,0.18064870601531482
1.9545409999998355,61.261999999999944,59.30745900000011,core 0 cpu_idle,5.481499608044681
0.0,1.9585090000000491,1.9585090000000491,core 1 cpu_idle start,0.18101544893117455
1.9585090000000491,61.261999999999944,59.303490999999894,core 1 cpu_idle,5.481132865128821
0.0,1.955690999999888,1.955690999999888,core 2 cpu_idle start,0.18075499491481967
1.955690999999888,61.261999999999944,59.306309000000056,core 2 cpu_idle,5.481393319145176
0.0,1.955889999999954,1.955889999999954,core 3 cpu_idle start,0.18077338751569577
1.955889999999954,61.261999999999944,59.30610999999999,core 3 cpu_idle,5.4813749265443
