Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.675,60.675,screen dark,19.4836222875
0,60.675,60.675,wifi running,0.0242032575
0.0,2.3393499999997402,2.3393499999997402,core 0 cpu_idle start,0.21621472786547602
2.3393499999997402,61.32899999999972,58.98964999999998,core 0 cpu_idle,5.452126069904499
0.0,2.332173999999668,2.332173999999668,core 1 cpu_idle start,0.21555148513258934
2.332173999999668,61.32899999999972,58.996826000000056,core 1 cpu_idle,5.452789312637385
0.0,2.3390599999997903,2.3390599999997903,core 2 cpu_idle start,0.21618792457778063
2.3390599999997903,61.32899999999972,58.98993999999993,core 2 cpu_idle,5.452152873192194
0.0,2.3409779999997227,2.3409779999997227,core 3 cpu_idle start,0.2163651959771144
2.3409779999997227,61.32899999999972,58.988022,core 3 cpu_idle,5.451975601792861
