Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.017,60.017,screen dark,19.272328946500004
0,60.017,60.017,wifi running,0.023940781300000002
0.0,2.3883769999999913,2.3883769999999913,core 0 cpu_idle start,0.2207460547140092
2.3883769999999913,61.278999999999996,58.890623000000005,core 0 cpu_idle,5.442973486555991
0.0,2.38116100000002,2.38116100000002,core 1 cpu_idle start,0.22007911497593188
2.38116100000002,61.278999999999996,58.897838999999976,core 1 cpu_idle,5.443640426294068
0.0,2.395185999999967,2.395185999999967,core 2 cpu_idle start,0.22137537742417696
2.395185999999967,61.278999999999996,58.88381400000003,core 2 cpu_idle,5.442344163845823
0.0,2.386765999999966,2.386765999999966,core 3 cpu_idle start,0.22059715782957687
2.386765999999966,61.278999999999996,58.89223400000003,core 3 cpu_idle,5.443122383440423
