Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.631,60.631,screen dark,19.4694932495
0,60.631,60.631,wifi running,0.0241857059
0.0,2.241880999999921,2.241880999999921,core 0 cpu_idle start,0.20720614286952274
2.241880999999921,61.21900000000005,58.97711900000013,core 0 cpu_idle,5.450967890600483
0.0,2.243413999999575,2.243413999999575,core 1 cpu_idle start,0.20734783059378073
2.243413999999575,61.21900000000005,58.975586000000476,core 1 cpu_idle,5.450826202876224
0.0,2.2428329999997914,2.2428329999997914,core 2 cpu_idle start,0.20729413159327073
2.2428329999997914,61.21900000000005,58.97616700000026,core 2 cpu_idle,5.450879901876735
0.0,2.2435239999995247,2.2435239999995247,core 3 cpu_idle start,0.20735799735807608
2.2435239999995247,61.21900000000005,58.975476000000526,core 3 cpu_idle,5.450816036111929
