Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.586,60.586,screen dark,19.455043097
0,60.586,60.586,wifi running,0.024167755399999998
0.0,2.272877999999764,2.272877999999764,core 0 cpu_idle start,0.21007104462411821
2.272877999999764,61.202999999999975,58.93012200000021,core 0 cpu_idle,5.44662418676588
0.0,2.2800459999998566,2.2800459999998566,core 1 cpu_idle start,0.21073354795596677
2.2800459999998566,61.202999999999975,58.92295400000012,core 1 cpu_idle,5.445961683434032
0.0,2.2713089999997464,2.2713089999997464,core 2 cpu_idle start,0.20992602959514658
2.2713089999997464,61.202999999999975,58.93169100000023,core 2 cpu_idle,5.446769201794852
0.0,2.2713109999999688,2.2713109999999688,core 3 cpu_idle start,0.20992621444542714
2.2713109999999688,61.202999999999975,58.931689000000006,core 3 cpu_idle,5.446769016944571
