Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.706,60.706,screen dark,20.226601787000003
0,60.706,60.706,wifi running,0.025126213400000003
0,60.706,60.706,audio,0.025126213400000003
0,60.706,60.706,video,0.025126213400000003
0.0,2.652779000000919,2.652779000000919,core 0 cpu_idle start,0.25440317735085816
2.652779000000919,61.655000000000655,59.002220999999736,core 0 cpu_idle,5.658350165299206
0.0,2.658259000000726,2.658259000000726,core 1 cpu_idle start,0.25492871280323964
2.658259000000726,61.655000000000655,58.99674099999993,core 1 cpu_idle,5.657824629846824
0.0,2.6564380000008896,2.6564380000008896,core 2 cpu_idle start,0.2547540777560254
2.6564380000008896,61.655000000000655,58.998561999999765,core 2 cpu_idle,5.6579992648940385
0.0,2.6567860000004657,2.6567860000004657,core 3 cpu_idle start,0.2547874511752247
2.6567860000004657,61.655000000000655,58.99821400000019,core 3 cpu_idle,5.657965891474839
